"Happiness","Assets","Debt"
2,10000,0
3,3000,0
3,1000,0
4,10000,2e+05
2,3000,0
4,0,0
5,30000,0
4,50000,0
4,83000,40000
4,160000,150000
4,120000,0
4,80000,0
4,60000,0
2,10000,0
5,50000,0
4,20000,0
5,60000,0
2,0,1e+05
4,50000,0
3,50000,0
3,30000,0
4,650000,0
4,1e+05,0
4,10000,0
3,30000,0
4,0,0
4,0,0
3,45000,0
3,20000,70000
3,0,0
4,10000,0
3,5000,0
3,20000,0
4,20000,0
3,10000,0
5,50000,0
3,20000,0
4,3000,0
3,30000,0
4,0,80000
4,6600,0
4,0,0
3,0,0
3,0,0
2,0,0
2,0,0
3,0,30000
3,50000,10000
4,20000,0
4,18000,0
4,15000,0
4,27000,0
2,20000,0
3,20000,0
4,40000,0
4,20000,0
4,15000,0
5,35000,0
4,1500,0
2,10000,0
3,20000,0
3,40000,0
3,13000,0
4,50000,0
4,35000,0
3,5000,0
4,1e+05,0
4,50000,0
2,20000,0
2,40000,0
3,60000,0
4,30000,0
4,50000,0
4,40000,0
4,35000,40000
2,5000,0
4,12000,0
4,41000,0
5,15000,0
3,20000,0
4,30000,0
4,70000,0
4,5000,0
3,35000,0
3,5000,0
3,52000,0
2,8000,0
3,20000,0
4,40000,0
4,0,0
4,0,10000
4,4000,0
2,20000,5000
4,55000,0
4,44000,0
4,90000,0
4,10000,0
4,75000,0
4,65000,0
4,68000,0
3,10000,0
3,15000,0
3,40000,0
2,20000,0
4,67000,0
5,80000,0
4,36000,0
4,0,0
5,0,60000
4,15000,120000
3,10000,0
2,30000,0
5,7000,0
3,20000,0
5,4000,0
4,75000,0
5,90000,0
4,40000,0
4,80000,0
4,70000,0
4,60000,0
4,50000,0
3,30000,0
4,50000,0
5,5000,0
4,10000,0
4,0,0
5,50000,0
4,20000,0
4,11000,0
5,0,0
4,40000,0
3,20000,0
3,30000,0
3,0,0
3,20000,0
5,10000,70000
4,20000,0
4,15000,0
3,50000,0
2,2000,0
3,20000,0
3,20000,0
4,20000,0
5,40000,0
4,25000,0
3,30000,0
3,30000,0
4,30000,0
4,40000,0
4,20000,0
3,26000,0
3,30000,0
4,50000,0
4,1e+05,0
4,30000,0
4,20000,0
5,50000,0
4,50000,0
2,10000,9500
4,8000,1465
4,0,50000
1,800,0
4,20000,20000
4,30500,0
4,40000,0
4,11500,0
3,30000,0
3,4000,0
4,0,0
2,1e+05,0
4,50000,0
3,10000,0
4,50000,0
4,20000,0
3,10000,0
5,0,0
3,50000,0
4,0,0
4,70000,0
2,5000,0
4,0,0
4,20000,0
4,700,0
3,0,0
4,20000,0
4,40000,0
3,0,0
3,8200,0
3,75000,0
3,1e+05,0
3,50000,0
3,0,0
4,20000,0
4,10000,0
4,50000,0
3,10000,0
4,0,0
2,0,75000
4,0,0
4,0,150000
3,4000,0
3,0,0
4,4000,0
3,10000,0
5,0,0
3,50000,0
4,20000,0
4,30000,0
2,0,45000
3,50000,0
4,30000,0
5,68000,0
4,50000,0
3,40000,0
5,0,0
3,10000,0
3,5000,0
4,50000,0
4,5000,0
2,0,0
3,0,140000
4,20000,0
4,10000,0
4,30000,0
3,16000,0
3,8000,0
4,0,0
3,20000,3000
4,16000,0
4,40000,0
4,0,0
3,5000,0
4,110000,0
3,50000,0
4,10000,0
5,0,0
4,30000,0
3,10000,0
4,0,0
2,0,0
4,3000,0
3,10000,0
3,0,0
2,15000,0
3,50000,0
4,80000,0
4,30000,0
1,8000,0
3,0,0
4,0,0
4,316,0
4,0,80000
4,8503,0
3,20000,0
4,3762,0
4,8000,0
4,0,27000
4,402,0
2,0,0
4,3000,15000
4,0,0
4,2165,0
4,7830,15000
4,5540,0
4,11277,0
4,4290,0
5,5005,0
3,5000,0
3,800,0
4,0,0
4,2000,0
3,20000,0
4,355.5,2000
4,0,0
4,30000,0
4,0,0
4,0,0
4,0,0
2,0,5000
4,0,0
4,0,9000
2,0,10000
4,10000,0
4,0,10000
4,0,0
2,5000,0
4,0,0
4,0,50000
4,0,50000
3,0,15000
4,2700,0
3,5000,0
3,0,60000
4,10175.31,0
4,4000,0
4,24000,0
2,200,25000
1,5000,0
4,2000,0
4,0,0
4,0,0
2,0,0
4,20000,0
4,9600,0
3,0,0
4,6000,0
3,5000,0
4,3000,0
4,1e+05,0
4,0,0
3,5000,48000
2,0,3000
4,20000,0
4,0,0
4,0,0
4,0,0
1,0,0
4,0,0
3,0,0
3,0,0
1,0,0
2,0,4800
4,6000,10000
5,40000,0
4,5000,0
4,40000,0
4,10000,0
4,50000,0
5,20000,0
3,10000,0
4,10000,0
3,30000,0
3,45000,0
2,20000,0
2,5000,0
4,50000,0
4,0,0
3,9000,0
5,2000,0
3,6000,0
4,3000,0
3,15000,0
3,0,0
4,0,0
4,0,0
4,0,0
3,0,0
4,0,0
4,0,0
3,0,0
4,0,0
4,80000,0
3,0,0
3,20000,20000
4,0,0
2,0,5000
2,0,0
4,0,0
4,30000,0
3,0,0
4,0,0
4,0,4000
2,0,0
4,20000,0
5,130000,0
4,1e+05,0
4,130000,0
5,50000,82000
4,0,0
4,0,1e+05
4,50000,0
4,0,0
4,10000,0
5,0,0
4,3000,0
5,30000,0
4,0,8000
3,30000,0
4,20000,0
4,50000,0
3,20000,0
4,20000,0
4,0,0
4,60000,0
5,3600,0
5,8000,0
4,2400,0
4,6000,0
4,900,0
3,20000,60000
3,15000,0
3,36000,0
4,35000,0
4,56000,0
2,0,0
4,10000,0
4,41000,0
4,120000,0
4,91696,0
4,52000,0
3,98000,0
4,0,30000
4,58000,0
4,45000,0
4,25000,0
4,0,0
3,40000,0
4,30000,0
4,30000,0
4,10000,0
4,15000,30000
3,15000,0
4,20000,0
2,15000,5000
4,15000,0
5,10000,0
4,10000,0
4,80000,0
3,10000,0
3,10000,150000
3,0,0
4,20000,0
4,10000,0
5,90000,0
4,30000,0
3,25000,0
2,10000,0
4,20000,0
4,20000,0
3,15000,0
4,80000,0
4,15000,0
3,35000,0
5,30000,0
4,10000,0
4,15000,0
4,35000,0
4,30000,0
4,5000,0
2,10000,0
3,20000,0
3,10000,0
2,20000,0
3,30000,1000
4,0,30000
5,1000,50000
4,0,0
3,5000,0
3,10000,0
3,0,30000
4,60000,0
4,0,20000
4,6000,0
2,3000,0
4,30000,0
2,0,18000
4,2000,0
3,0,0
5,25000,0
2,0,0
3,0,0
3,4000,0
3,15000,0
3,10000,0
3,5000,0
4,20000,30000
2,4000,0
4,5000,0
4,20000,0
3,4000,0
2,10000,0
5,20000,0
3,0,0
3,0,23000
4,20000,0
5,0,20000
3,10000,0
2,0,0
3,10000,0
4,4000,0
4,6000,0
4,10000,0
4,50000,0
4,0,120000
4,10000,0
5,60000,0
4,0,25000
4,40000,0
4,30000,0
4,36000,0
4,40000,0
3,2000,0
4,20000,0
4,20000,0
3,20000,0
4,0,30000
4,0,0
5,6000,0
5,3000,55000
4,16000,0
4,30000,0
3,40000,0
2,0,0
2,0,0
3,20000,0
3,2500,0
4,0,0
2,0,0
2,0,0
4,12000,0
4,60000,0
4,12000,0
3,3000,30000
4,0,0
2,10000,0
3,20000,0
4,10000,0
4,20000,0
3,8000,0
4,0,0
2,16000,0
2,30000,0
2,37000,0
4,40000,0
4,20000,0
3,1e+05,0
4,20000,0
3,48000,0
4,60000,0
4,15000,0
3,0,0
3,20000,0
3,10000,0
3,1000,0
4,0,0
4,40000,0
4,20000,0
3,10000,0
4,10000,0
4,40000,0
4,2000,0
3,14000,0
3,20000,0
3,20000,0
4,0,40000
3,0,0
3,0,20000
4,20000,0
3,30000,0
4,0,30000
4,10000,0
4,5000,0
4,5000,0
4,10000,0
3,40000,0
3,23000,0
3,0,0
3,0,1600
4,12000,0
2,0,0
3,10000,0
3,0,10000
4,20000,0
3,20000,10000
4,15000,0
2,0,0
4,0,0
4,10000,0
4,10000,0
4,20000,0
4,30000,0
4,20000,0
3,5000,0
4,50000,0
4,0,0
2,0,6000
2,0,0
4,10000,0
3,0,40000
4,0,0
4,0,0
2,5000,3000
3,0,0
4,0,0
5,0,0
4,13000,0
3,2000,0
2,0,0
4,0,50000
4,20000,0
4,30000,0
4,20000,0
4,0,0
2,0,30000
4,0,0
4,1000,0
4,0,0
3,9800,0
3,0,0
3,28000,0
3,0,80000
2,0,0
4,0,20000
3,5000,6000
2,20000,0
2,0,0
3,0,0
2,0,0
4,0,51000
3,50000,0
2,12000,0
3,2000,0
3,0,0
4,10000,0
3,3000,0
4,80000,0
3,0,0
4,0,0
4,0,0
4,0,0
4,10000,0
4,0,0
3,8000,0
4,8000,0
3,20000,0
3,10000,0
4,10000,0
4,10000,0
4,20000,0
4,0,0
4,30000,0
4,10000,0
4,15000,0
4,24000,0
3,8000,0
4,1200,0
3,20000,0
2,2000,11000
3,4000,380000
2,8000,0
3,25000,0
4,20000,0
2,4000,0
3,4000,0
2,4000,0
3,5000,0
3,10000,0
2,3000,0
4,130000,0
4,6500,40000
3,40000,0
4,1500,1e+05
4,7000,0
4,0,0
2,10000,0
4,0,0
4,4000,0
4,7000,20000
1,0,0
2,2000,0
3,0,0
3,0,0
2,0,0
3,3000,0
3,25000,0
3,2000,0
4,0,0
3,5000,0
3,2000,0
3,5100,0
4,20000,110000
3,0,0
3,5000,16400
3,4000,0
4,8000,0
4,12000,80000
2,3500,0
4,15000,0
3,0,0
3,4500,0
1,3650,0
3,7000,0
3,1000,0
4,30000,0
4,20000,0
3,0,0
4,0,20000
5,3000,0
4,0,0
4,40000,0
3,5000,0
2,10000,0
4,0,0
3,7000,1000
3,0,1690
3,0,0
4,40000,0
3,50000,0
3,10000,0
4,40000,25000
4,20000,0
4,40000,0
3,10000,80000
4,0,0
2,0,2000
4,10000,0
5,0,0
4,0,0
3,0,0
3,0,0
2,0,3000
2,0,0
4,0,30000
2,0,3000
4,120000,0
4,63000,0
4,0,0
4,0,6000
4,0,0
4,0,0
4,6000,0
4,0,0
4,0,0
4,0,0
4,0,0
4,0,0
4,10000,0
3,0,0
4,0,0
5,60000,0
4,30000,0
4,0,0
4,50000,0
4,25000,40000
4,40000,0
4,0,0
4,0,0
5,0,0
4,0,0
5,0,0
4,0,0
4,0,0
4,13000,0
3,0,30000
4,0,10000
3,10000,0
4,0,0
3,1e+05,0
4,10000,0
2,0,6500
4,0,0
3,10000,0
3,70000,0
4,0,50000
3,0,0
4,1e+05,0
2,14000,0
3,0,0
4,5000,0
4,0,0
1,0,0
3,12000,0
2,0,20000
3,0,0
2,70000,0
2,20000,0
4,11000,0
4,10000,0
2,30000,5000
5,0,0
4,1000,0
3,0,0
4,20000,0
4,0,0
4,0,47000
4,50000,0
4,20000,0
3,115000,0
2,0,0
3,1000,0
4,8000,4000
3,0,0
4,0,0
3,5000,0
2,2000,0
4,0,0
3,0,0
4,3000,0
4,40000,0
3,0,0
2,0,0
4,10000,0
4,5000,0
3,0,0
4,5000,0
4,10000,0
4,10000,0
4,60000,0
4,2400,0
4,0,4000
3,10000,0
3,0,0
3,30000,0
2,20000,0
4,3000,0
3,10000,0
2,2000,0
2,20000,0
3,2000,0
4,40000,0
2,0,0
5,20000,0
3,10000,0
4,30000,0
4,20000,0
5,30000,0
4,30000,50000
4,0,10000
4,40000,0
4,10000,0
4,2000,0
5,20000,0
2,11000,0
4,3000,0
4,0,0
4,1000,0
3,0,0
4,0,23000
4,0,0
3,0,0
4,0,10000
4,10000,0
3,0,0
3,2000,0
4,15000,0
3,0,5000
3,0,0
2,0,0
3,0,2000
4,0,0
3,0,0
4,0,0
3,30100,0
4,0,0
4,600,0
3,0,0
5,1000,0
3,0,0
4,0,4000
5,12000,0
4,6000,0
4,5000,0
4,4000,0
4,4500,0
3,10000,0
3,2000,0
4,10000,0
4,20000,0
4,2000,0
1,5000,0
2,6000,0
2,20000,0
4,0,0
4,5000,0
4,2000,0
4,5000,0
4,0,0
4,20000,0
4,50000,0
4,40000,0
4,12000,0
2,20000,0
2,10000,0
4,10000,0
4,50000,0
4,10000,0
4,1e+05,0
2,10000,0
2,20000,0
2,0,0
3,60000,0
4,40000,0
4,7000,42000
2,15000,0
2,5000,0
2,15000,0
4,11000,400
4,40000,0
4,0,0
4,20000,0
3,8000,0
4,10000,60000
4,45000,0
4,30000,0
2,10000,0
3,0,0
3,8000,0
3,10000,0
4,10000,4000
4,25000,0
4,20000,0
4,5000,5000
5,20000,2000
4,12000,0
5,4500,0
5,80000,0
3,20000,0
4,28000,0
4,0,5000
4,10000,60000
4,30000,0
4,15000,23000
3,20000,0
3,15000,0
4,5000,0
3,10000,60000
2,0,11000
5,2e+05,20000
4,20000,0
3,0,3000
4,20000,0
3,5000,0
3,80000,0
5,4000,0
4,15000,0
3,5000,20000
4,60000,0
5,15000,0
3,20000,0
4,0,0
2,10000,0
4,0,30000
4,10000,0
3,10000,0
3,20000,0
4,10000,0
4,0,0
4,10000,0
4,0,0
3,8000,0
4,0,0
2,20000,0
4,10000,20000
4,6000,0
5,20000,0
4,14000,0
4,10000,0
2,0,20000
3,10000,0
3,5000,0
3,0,0
3,20000,0
4,20000,0
4,30000,0
3,20000,0
4,20000,0
2,40000,0
4,0,0
4,0,0
4,0,0
4,11000,0
4,0,0
4,20000,0
2,0,0
5,20000,0
4,0,0
2,0,2000
2,0,0
4,12000,0
2,20000,15000
2,0,0
4,30000,0
4,40000,0
3,0,0
5,30000,0
4,20000,0
5,0,0
4,0,0
3,30000,0
4,130000,0
1,0,0
4,30000,0
3,30000,0
3,15000,0
3,20000,0
3,16000,0
3,10000,0
2,0,0
2,0,0
2,10000,0
3,20000,0
4,0,0
2,0,600
2,0,0
3,16000,0
4,20000,0
3,14000,0
3,0,0
3,20000,0
2,4000,0
3,25000,0
3,0,0
2,18000,0
3,20000,0
5,15000,0
2,10000,0
3,17000,0
1,0,0
3,5000,0
2,0,0
2,20000,0
1,0,0
5,15000,0
5,20000,0
4,30000,0
4,15000,0
2,17000,0
3,4000,0
3,25000,0
3,0,0
4,0,0
3,20000,0
3,10000,0
4,20000,0
3,20000,0
3,0,0
4,30000,0
3,0,0
4,0,0
3,20000,0
4,50000,30000
4,17000,0
4,20000,0
2,0,0
4,3000,0
4,12000,0
5,1500,0
4,0,0
4,0,0
3,17000,0
4,3000,0
4,50000,0
3,0,90000
2,0,50000
3,0,0
4,5000,0
3,20000,0
4,0,0
4,5000,0
4,20000,0
4,4000,0
4,0,0
4,40000,0
4,30000,0
4,30000,0
4,2500,0
4,0,0
3,1000,0
3,13000,0
3,10000,0
4,50000,0
4,0,2000
4,0,0
5,0,0
4,20000,0
4,20000,0
4,30000,0
4,40000,0
3,0,2000
4,30000,0
4,30000,0
4,30000,0
4,30000,0
4,16000,0
3,4000,0
4,60000,0
5,4000,0
4,30000,0
2,20000,0
3,0,0
3,10000,0
3,5000,0
4,40000,0
5,40000,0
5,60000,0
2,1e+05,0
4,20000,0
4,50000,0
4,5000,0
3,0,0
3,0,0
2,30000,0
4,50000,0
4,4000,0
4,30000,0
4,40000,0
4,0,5000
4,1e+05,0
2,0,23000
4,0,3000
3,0,20000
3,0,0
3,8000,0
4,20000,0
2,0,0
4,20000,0
3,20000,0
4,20000,0
4,0,140000
4,0,0
4,1e+05,0
3,10000,0
4,10000,0
4,10000,0
4,40000,40000
4,20000,0
5,0,0
4,0,0
2,0,0
5,0,0
4,0,0
3,20000,0
4,0,0
4,0,0
4,20000,0
3,0,260000
4,10000,0
5,20000,0
4,150000,0
3,30000,0
4,0,0
3,5000,0
3,2000,0
4,20000,0
3,2000,0
3,3000,0
4,8800,5000
4,13000,0
4,0,0
4,2500,0
3,2610,0
4,0,0
4,0,0
4,0,5000
4,0,0
4,35000,10000
4,20000,0
3,40000,0
3,20000,0
4,50000,0
4,0,5000
3,0,17500
2,0,50000
3,0,6000
4,0,0
1,0,0
4,30000,0
4,0,0
5,0,25000
4,0,1000
4,0,0
4,0,0
5,0,55000
3,0,0
5,60000,0
2,0,5000
5,0,0
5,65000,0
4,30000,0
5,65000,0
4,30000,0
5,30000,0
5,0,0
3,20000,0
3,10000,0
4,10000,0
4,20000,0
2,0,0
3,3000,0
4,0,0
4,10000,0
2,8000,0
4,50000,0
2,5000,0
3,5000,0
4,5000,0
4,35000,0
4,0,6000
3,0,0
4,7000,0
4,0,0
1,0,300
4,0,0
4,0,0
4,10000,0
3,0,0
3,0,1000
2,0,0
4,18000,0
4,5000,0
2,0,30000
5,0,0
3,5000,0
3,15000,0
3,30000,0
3,0,70000
4,0,0
2,12000,0
5,25000,0
4,10000,0
4,0,0
4,20000,0
3,20000,0
4,3000,13000
4,8000,0
4,0,0
4,20000,0
4,0,0
4,10000,0
4,10000,0
2,0,0
2,0,8000
2,0,0
4,0,60000
4,0,38000
3,3000,0
2,0,2000
4,40000,0
4,35000,0
4,0,0
3,0,3500
5,40000,0
3,87200,0
4,34000,0
4,20000,0
4,38000,0
4,80000,0
4,35000,0
4,10000,0
4,12000,0
4,8000,0
4,0,45000
3,23000,0
4,5000,0
4,45000,0
4,0,10000
4,30000,0
3,3000,10000
4,10000,0
4,7000,0
3,14000,0
5,3000,0
3,5000,0
2,5000,10000
3,15000,0
3,5000,0
5,30000,0
4,50000,0
4,500,0
4,3000,0
4,0,80000
3,10000,0
4,15000,0
4,4700,25000
3,0,0
4,30000,0
5,6000,0
3,0,0
3,0,0
3,10000,0
4,15000,0
3,0,0
3,0,0
3,0,40000
5,0,0
3,10000,0
3,5000,0
4,0,0
4,0,0
3,0,20000
5,0,0
5,20000,0
3,0,0
5,0,0
5,0,0
5,0,0
4,0,0
5,0,0
5,0,0
5,0,0
4,0,0
4,0,20000
5,0,0
4,0,0
4,6000,0
3,0,0
1,2600,0
3,50000,0
3,0,0
3,2000,0
3,0,0
3,0,0
4,0,0
3,0,0
4,0,0
3,0,0
4,0,0
4,30000,0
3,0,0
2,0,0
4,10000,0
4,0,0
4,12000,0
4,0,0
4,20000,0
4,12000,0
4,50000,0
4,40000,0
3,0,0
4,0,0
4,0,0
3,6000,0
5,10000,0
4,20000,0
4,20000,0
3,10000,0
4,5000,0
5,20000,0
4,2000,0
4,20000,0
4,20000,0
4,0,0
4,10000,0
4,20000,0
4,10000,0
4,10000,0
4,0,0
4,30000,0
3,0,3400
3,0,2000
4,40000,0
3,15000,0
3,7000,0
3,5000,0
3,0,40000
3,0,0
4,4000,0
3,24000,0
4,16000,0
4,27000,0
4,4000,0
3,0,43000
2,0,0
4,0,0
4,7000,0
3,6000,0
5,20000,0
3,15000,0
3,20000,0
4,15000,0
3,3000,0
3,10000,0
3,0,6000
4,10000,0
5,0,0
3,0,0
2,0,0
5,10000,0
4,10000,0
4,15000,0
4,0,7000
4,0,2500
5,0,15000
4,0,0
3,0,4000
3,0,10000
3,0,10000
4,30000,0
2,15000,0
5,0,0
2,60000,0
2,0,8000
4,5000,0
4,60000,0
5,0,0
3,30000,0
3,40000,0
3,10000,0
3,30000,0
4,0,0
5,0,0
5,0,0
4,10000,0
3,2000,0
4,20000,0
4,0,0
4,3000,30000
3,10000,0
4,40000,0
4,30000,0
4,600,10000
4,20000,0
4,0,0
3,4000,0
5,1000,45000
5,50000,0
3,0,0
4,30000,0
4,8000,0
4,5000,0
4,10000,0
3,50000,0
4,3000,0
4,500,24200
4,36000,0
4,5500,4000
4,20000,0
3,30000,0
4,21000,0
3,5000,0
3,0,7000
5,0,0
3,0,0
3,10000,0
4,0,30000
5,20000,0
3,13000,0
3,0,0
5,4000,0
2,0,0
4,10000,0
3,0,20000
3,34000,0
4,40000,0
4,20000,0
4,15000,0
4,80000,0
4,2e+05,0
4,60000,0
4,20000,0
4,0,0
4,3000,0
4,24000,50000
3,0,45000
4,0,0
4,30000,0
3,50000,0
4,60000,0
3,0,0
4,0,0
2,0,0
4,15000,0
3,23000,0
4,0,0
3,40000,0
3,0,0
4,0,20000
4,19000,0
4,8000,0
4,0,0
2,0,0
4,0,0
2,2000,0
4,30000,0
3,0,0
5,20000,0
4,20000,0
3,5000,0
4,30000,0
3,0,30000
3,0,0
4,12000,0
4,8000,0
4,20000,0
4,0,2000
4,13000,0
4,10000,0
4,3000,0
3,0,20000
3,18000,0
4,8000,0
4,15000,0
3,10000,0
3,20000,0
3,30000,0
4,20000,0
4,20000,0
4,5000,0
4,30000,0
5,0,0
4,40000,0
4,20000,0
3,12000,0
4,50000,0
3,0,5000
3,15000,0
4,10000,0
3,20000,0
4,1e+05,0
3,0,0
3,20000,0
3,10000,0
5,1000,22000
3,5000,0
4,0,0
3,0,0
3,3000,0
3,3000,0
4,15000,0
4,30000,0
3,15000,0
4,70000,0
4,50000,0
5,10000,0
4,10000,0
3,0,20000
3,20000,0
5,30000,0
3,15000,0
3,20000,0
5,50000,0
3,20000,0
3,20000,35000
4,50000,0
5,210000,0
5,50000,0
4,50000,0
3,15000,10000
5,20000,0
2,30000,0
4,30000,0
4,30000,20000
5,10000,0
5,30000,0
5,80000,0
2,0,4000
5,20000,0
2,20000,10000
4,20000,0
5,0,10000
4,20000,0
3,0,0
2,0,0
5,2e+05,1e+05
4,0,0
4,10000,0
3,18000,0
3,0,0
4,10000,0
4,20000,0
4,0,3000
5,0,20000
3,15000,0
3,5000,0
4,40000,0
2,0,4000
3,0,16000
4,1000,1500
4,20000,0
3,22000,0
4,0,5000
2,0,0
4,1000,0
4,20000,0
4,0,30000
3,20000,0
2,23000,0
3,0,15000
5,60000,0
4,35000,0
4,10000,0
3,5000,0
3,10000,0
2,10000,0
4,15000,3000
4,20000,0
3,8000,0
4,10000,0
3,60000,0
2,2000,0
3,3000,0
3,15000,0
4,15000,0
3,20000,0
3,8000,0
3,15000,0
4,50000,0
4,20000,0
3,0,20000
3,0,0
4,15000,0
3,2000,0
4,5000,0
3,0,0
5,15000,0
5,30000,0
4,0,0
2,2000,0
4,20000,0
4,1500,0
4,7000,0
2,0,0
5,15000,0
4,15000,0
5,30000,0
4,0,0
5,20000,0
1,0,0
3,1000,0
3,3000,0
3,0,0
3,3000,0
1,0,0
5,10000,0
4,0,0
3,2000,0
3,0,0
3,0,0
5,8000,0
3,0,61000
4,0,0
3,0,0
4,20000,0
4,10000,0
3,0,0
3,0,0
4,9300,0
5,50000,0
4,0,0
3,25000,0
3,20000,0
4,7000,0
4,0,0
4,10000,0
4,15000,0
4,10000,0
5,0,0
4,0,1e+05
3,20000,0
1,4000,60000
3,0,3000
4,15000,0
5,20000,0
4,0,0
4,0,1000
4,60000,0
3,50000,0
4,0,40000
4,0,10000
4,38000,0
4,0,0
4,0,120000
3,0,0
5,0,8000
4,0,0
4,0,0
3,6000,0
3,0,2500
4,0,0
3,0,0
3,0,1e+05
1,0,0
3,0,0
4,0,15000
3,0,0
3,0,0
3,20000,0
3,30000,9120
4,30000,0
3,0,0
4,0,0
4,0,0
5,50000,0
3,40000,0
4,40000,0
4,20000,0
3,30000,0
4,23000,0
5,50000,0
5,15000,0
4,10000,15000
4,20000,0
3,5000,0
3,20000,50000
4,0,7000
4,90000,0
3,5000,0
4,0,0
2,0,0
4,40000,0
2,0,0
4,30000,0
4,0,0
2,10000,0
2,0,0
2,0,0
3,1000,0
2,0,3500
4,0,0
3,0,0
3,10000,0
3,0,0
3,0,0
4,0,30000
3,10000,0
3,5000,0
3,0,0
4,0,0
3,0,0
1,0,56000
3,0,0
3,0,0
3,10000,0
5,0,0
2,0,0
3,12000,0
5,10000,0
4,17800,0
4,20000,0
4,5000,0
3,0,0
3,10000,0
4,20000,0
3,0,0
4,0,0
4,0,0
3,0,0
4,0,0
4,5000,0
4,0,0
3,0,0
3,7000,0
3,0,0
3,0,0
4,8000,0
4,20000,0
3,0,0
3,0,0
3,0,0
3,10000,0
2,20200,0
3,0,0
3,0,0
4,0,0
4,10000,0
4,20000,0
4,30000,0
2,10000,0
4,15000,0
3,5000,0
3,8000,2000
2,1000,6000
2,10000,0
4,30000,0
4,50000,0
2,0,0
1,10000,0
4,50000,0
3,0,0
4,80000,0
3,2000,0
3,0,70000
3,0,0
4,0,0
2,8000,0
4,0,0
3,1500,0
5,0,0
4,4000,0
3,2000,0
3,0,0
2,20000,0
4,40000,0
4,0,0
1,0,3000
3,20000,0
5,30000,0
4,20000,0
5,0,0
4,2000,0
4,90000,0
3,0,0
2,3000,2000
4,8000,0
4,5000,0
3,20000,0
4,20000,0
4,0,0
4,0,0
2,0,0
4,30000,0
2,23000,0
4,20000,0
4,20000,0
3,50000,0
4,20000,0
3,20000,0
4,40000,0
3,10000,10000
3,15000,0
4,30000,0
3,10000,50000
2,20000,0
3,10000,0
4,50000,0
4,30000,0
4,20000,0
4,30000,0
4,30000,0
4,50000,0
2,30000,0
4,5000,0
4,50000,0
4,20000,0
3,20000,0
3,20000,0
4,0,0
2,0,10000
2,0,6000
4,336,0
4,0,0
3,0,0
3,30000,0
4,0,0
4,20000,0
1,0,0
3,0,0
4,10000,0
2,0,0
2,0,0
3,10000,0
4,50000,0
3,0,0
5,0,0
4,0,0
3,0,0
4,0,0
4,30000,0
4,1e+05,0
4,0,0
3,80000,0
3,8000,0
4,7560,0
4,5000,0
4,0,3000
3,30000,0
3,81000,16626
3,120000,0
4,0,0
4,20000,0
4,50000,0
4,127000,0
4,5000,0
3,0,2000
3,4000,0
3,40000,20000
3,30000,0
4,10000,0
4,0,2e+05
3,0,0
3,0,3000
4,0,0
3,0,0
3,20000,0
4,28000,0
4,30000,0
4,30000,0
2,20000,54000
2,0,0
4,0,0
4,0,0
3,30000,0
4,0,0
4,40000,0
4,0,5000
4,10000,7000
3,70000,0
4,0,0
3,0,0
3,0,0
3,6000,0
4,50000,0
5,80000,0
4,20000,0
3,0,0
4,0,50000
2,0,0
3,20000,0
3,0,0
4,0,0
3,40000,0
3,30000,50000
4,20000,0
3,5000,0
2,5000,2000
4,1000,0
4,2000,0
4,20000,0
4,20000,0
4,0,0
2,20000,0
2,2000,0
3,5000,6000
3,6000,0
4,20000,0
2,0,5000
3,0,0
5,15000,0
4,18000,0
3,23000,0
2,20000,0
2,15000,38000
3,0,0
4,0,0
4,0,0
4,20000,0
4,10000,0
2,10000,0
4,0,0
4,15000,0
3,10000,0
5,8000,0
2,10800,50000
4,10000,28000
2,0,4000
5,40000,0
5,15000,0
2,5000,0
2,0,35000
2,0,0
4,0,80000
4,10000,11000
3,5000,0
4,0,0
4,25000,0
4,80000,0
4,120000,0
4,120000,0
4,56000,0
4,7000,0
4,20000,0
5,80000,0
4,60000,0
4,30000,0
4,40000,0
3,20000,0
4,10000,0
4,30000,0
4,5000,0
4,1e+05,0
3,43000,0
1,20000,0
3,40000,0
5,20000,0
4,1e+05,0
4,50000,0
4,40000,0
2,30000,0
1,10000,0
4,0,0
3,0,10000
2,0,0
4,20000,0
3,0,200
2,0,50000
4,3000,20000
3,30000,0
4,5000,0
3,30000,10050
3,20000,0
3,80000,0
3,30000,0
2,15000,0
4,6000,0
3,5000,0
4,0,0
4,0,4000
3,2000,22000
4,0,0
2,30000,0
2,0,6000
2,20000,0
4,0,15000
4,20000,20000
3,0,0
2,0,15900
1,0,5000
4,10000,0
4,5800,0
3,4000,0
4,0,0
4,0,0
3,11000,0
3,0,0
2,0,0
2,0,0
4,0,0
3,40000,15000
1,0,40000
3,0,0
3,50000,0
2,27000,500
4,30000,0
4,30000,0
4,0,0
4,0,0
4,0,1000
4,0,2000
2,0,0
2,20000,0
5,0,14000
3,0,0
2,80000,0
4,2000,0
4,20000,0
5,0,5000
3,30000,0
4,0,10000
3,10000,20000
3,15000,0
3,0,0
3,0,0
3,0,15000
4,0,12000
3,0,13000
4,3000,0
4,0,0
4,4000,0
4,0,0
4,0,50000
3,0,24000
4,40000,0
4,20000,0
3,30000,0
4,0,0
4,0,0
2,20000,0
3,32000,0
4,22000,0
4,40736,0
4,2000,23000
3,12000,0
3,40000,0
2,50000,0
5,2000,0
4,0,0
